Query_number,doc_number
54544,429054
54544,52880
54544,117779
54544,44280
54544,139613
54819,207875
54819,72046
54819,212053
54819,229261
54819,352613
54819,306569
54819,421069
54819,223021
54819,199411
54819,64684
54843,191990
54843,72286
54843,163874
54843,485013
54843,290729
54843,18491
54843,323005
54843,326495
54843,434234
54843,434664
55682,312750
55682,88168
55682,156073
55682,291228
55682,265754
55682,127161
55682,110980
55682,485465
55682,389676
55682,223561
55691,487624
55691,166611
55691,444395
55691,369794
55691,343634
55691,325067
55691,429267
55691,340178
55691,222565
55691,261696
55848,397181
55848,413594
55848,41201
55848,154119
55848,32867
55848,389865
55848,155394
55848,297475
55848,322216
55848,371545
56033,278127
56033,248079
56033,436334
56033,408642
56033,315994
56033,328204
56033,212401
56033,357155
56033,38577
56033,141592
56188,227550
56188,286232
56188,183196
56188,359260
56188,381735
56188,306493
56188,380119
56188,495489
56188,94724
56188,206587
57258,339139
57258,416357
57258,61844
57258,471432
57258,249290
57258,447103
57258,462484
57258,445049
57258,119347
57258,257153
57270,278944
57270,286526
57270,183543
57270,424610
57270,217978
57270,457182
57270,228441
57270,382851
57270,375943
57270,121473
57402,346235
57402,356397
57402,342849
57402,268568
57402,361471
57402,472504
57402,127556
57402,397905
57402,143872
57402,297512
57411,395393
57411,467060
57411,341427
57411,99874
57411,368715
57411,46312
57411,465813
57411,432031
57411,429674
57411,422668
57614,365466
57614,269112
57614,49175
57614,459156
57614,66235
57614,371171
57614,427069
57614,78472
57614,499131
57614,8175
57882,433680
57882,276605
57882,59753
57882,98417
57882,133947
57882,183622
57882,385684
57882,407117
57882,455661
57882,144337
58130,212465
58130,498151
58130,77236
58130,106799
58130,48423
58130,431449
58130,146509
58130,40352
58130,484830
58130,368259
58234,169315
58234,238565
58234,104369
58234,497561
58234,300724
58234,30581
58234,11088
58234,130287
58234,469421
58234,348750
58409,434805
58409,233519
58409,98714
58409,375544
58409,96077
58409,457581
58409,223969
58409,184465
58409,192993
58409,31087
58571,498112
58571,193560
58571,65204
58571,149818
58571,485721
58571,336968
58571,137384
58571,479583
58571,161775
58571,189963
58583,269405
58583,298286
58583,483481
58583,110750
58583,111262
58583,302371
58583,494839
58583,398215
58583,402485
58583,193082
58801,90406
58801,362795
58801,56932
58801,35733
58801,81628
58801,17375
58801,123275
58801,270292
58801,467516
58801,22380
59030,119358
59030,361268
59030,269629
59030,475641
59030,235385
59030,426850
59030,119548
59030,170889
59030,408603
59030,337539
59084,56284
59084,145392
59084,156944
59084,64708
59084,446625
59084,244625
59084,150484
59084,471402
59084,424005
59084,24090
59190,146364
59190,477980
59190,98943
59190,443776
59190,288979
59190,443047
59190,319314
59190,251247
59190,318180
59190,461848
59204,113692
59204,459742
59204,163772
59204,113138
59204,219986
59204,46464
59204,424471
59204,63623
59204,395403
59204,377200
59217,93435
59217,222481
59217,45816
59217,35569
59217,290926
59217,342831
59217,13593
59217,470707
59217,127199
59217,198044
59392,497318
59392,346251
59392,360756
59392,161933
59392,457503
59392,269543
59392,192471
59392,39776
59392,124609
59392,215637
59426,90185
59426,134280
59426,399876
59426,12790
59426,309386
59426,172828
59426,229419
59426,419312
59426,78891
59426,454951
59654,171337
59654,434055
59654,401864
59654,208935
59654,429739
59654,364663
59654,287207
59654,97754
59654,500394
59654,299925
60339,196978
60339,385331
60339,456051
60339,423976
60339,480204
60339,310140
60339,447626
60339,46208
60339,99686
60339,375646
60357,96894
60357,331094
60357,292312
60357,132641
60357,233230
60357,398373
60357,470871
60357,48832
60357,478922
60357,231881
60677,292312
60677,231881
60677,216408
60677,59513
60677,472146
60677,96894
60677,331094
60677,481137
60677,124313
60677,354966
61180,364856
61180,500635
61180,317386
61180,141271
61180,278635
61180,467243
61180,129140
61180,480204
61180,472146
61180,411669
61452,399993
61452,351948
61452,323624
61452,493169
61452,226095
61452,278327
61452,209403
61452,172604
61452,9756
61452,466649
61531,141616
61531,223827
61531,98429
61531,102333
61531,282131
61531,413872
61531,480950
61531,325722
61531,19381
61531,125439
61623,123542
61623,8901
61623,37169
61623,374187
61623,125107
61623,30918
61623,397082
61623,219526
61623,148971
61623,418314
61882,405455
61882,437958
61882,45339
61882,416357
61882,61844
61882,248927
61882,77177
61882,432233
61882,349222
61882,87267
62411,361762
62411,72105
62411,207092
62411,178149
62411,367437
62411,461788
62411,445124
62411,335442
62411,202069
62411,46582
62439,385074
62439,330307
62439,417492
62439,338477
62439,377943
62439,77709
62439,39988
62439,305356
62439,338272
62439,251071
62648,413815
62648,244646
62648,402714
62648,46959
62648,73597
62648,435602
62648,184867
62648,144999
62648,379129
62648,459912
63548,356194
63548,325805
63548,82956
63548,297139
63548,157537
63548,223680
63548,472588
63548,53157
63548,462254
63548,325438
64179,443124
64179,100664
64179,202592
64179,269492
64179,307061
64179,421515
64179,260287
64179,406083
64179,193264
64179,325888
64528,285542
64528,48628
64528,88420
64528,351458
64528,212946
64528,427730
64528,132347
64528,71075
64528,496505
64528,406065
64960,430282
64960,200238
64960,23812
64960,255654
64960,441601
64960,6561
64960,113379
64960,81329
64960,135167
64960,501605
65000,219565
65000,167404
65000,119170
65000,15763
65000,491438
65000,236329
65000,224372
65000,311520
65000,349425
65000,80562
65038,268658
65038,441645
65038,355134
65038,429468
65038,202476
65038,223965
65038,366933
65038,345619
65038,124731
65038,69593
65488,61612
65488,205756
65488,142846
65488,455124
65488,427219
65488,80696
65488,200602
65488,218153
65488,323635
65488,425539
65583,351725
65583,285676
65583,496839
65583,247033
65583,96601
65583,483837
65583,258368
65583,429389
65583,469998
65583,36606
65584,395060
65584,318447
65584,429389
65584,285676
65584,161841
65584,485113
65584,490891
65584,321531
65584,177564
65584,36669
66154,146709
66154,331798
66154,342165
66154,490547
66154,398072
66154,117762
66154,53517
66154,168170
66154,13017
66154,464556
66161,32430
66161,477954
66161,490387
66161,108520
66161,465829
66161,434428
66161,327360
66161,166312
66161,90499
66161,91548
66908,329571
66908,222976
66908,114407
66908,81860
66908,382427
66908,204602
66908,285616
66908,90831
66908,144514
66908,74826
67802,42861
67802,259026
67802,61501
67802,170424
67802,274318
67802,311969
67802,487466
67802,315576
67802,80675
67802,13786
68095,69825
68095,351599
68095,58071
68095,473567
68095,373931
68095,260727
68095,428758
68095,42632
68095,148669
68095,3054
69506,48397
69506,486121
69506,77787
69506,169521
69506,297700
69506,142859
69506,183009
69506,255464
69506,224796
69506,43329
69789,143536
69789,417725
69789,381117
69789,281456
69789,115595
69789,498786
69789,298888
69789,226097
69789,208629
69789,273557
69871,345555
69871,280717
69871,102150
69871,376552
69871,50233
69871,22640
69871,347783
69871,153352
69871,298817
69871,170797
70340,266206
70340,68809
70340,490893
70340,306889
70340,412390
70340,388802
70340,85493
70340,450800
70340,276584
70340,365552
70504,205220
70504,440367
70504,466425
70504,215330
70504,494561
70504,212835
70504,304682
70504,500516
70504,153554
70504,264018
70709,22657
70709,308696
70709,40876
70709,479037
70709,177277
70709,65086
70709,386142
70709,348826
70709,490605
70709,247208
70720,117762
70720,146709
70720,306644
70720,197364
70720,398072
70720,342165
70720,490547
70720,272357
70720,337662
70720,53517
70787,217836
70787,275036
70787,141681
70787,63455
70787,402730
70787,435430
70787,447297
70787,426025
70787,221257
70787,311406
70852,90283
70852,296856
70852,217373
70852,112461
70852,422083
70852,333391
70852,23352
70852,58420
70852,393439
70852,106446
72398,264487
72398,401480
72398,34271
72398,242093
72398,184651
72398,9552
72398,485640
72398,259798
72398,265370
72398,224182
72435,45175
72435,202642
72435,303514
72435,461702
72435,181823
72435,181950
72435,479849
72435,411444
72435,61480
72435,158391
72485,209583
72485,287821
72485,176712
72485,327686
72485,76472
72485,318256
72485,134424
72485,439612
72485,346244
72485,261537
72613,72539
72613,127957
72613,356663
72613,19716
72613,973
72613,284694
72613,462716
72613,164439
72613,9615
72613,108666
72809,115757
72809,422070
72809,304477
72809,349182
72809,492222
72809,253090
72809,416243
72809,303844
72809,363279
72809,32069
73106,65683
73106,319021
73106,265152
73106,441829
73106,276716
73106,359859
73106,170895
73106,324677
73106,199998
73106,205936
73119,343446
73119,381975
73119,469929
73119,44670
73119,1670
73119,262948
73119,221486
73119,296114
73119,75514
73119,167219
73257,272785
73257,334659
73257,209025
73257,344387
73257,361084
73257,448949
73257,468260
73257,114805
73257,236126
73257,112174
73788,14026
73788,413298
73788,374974
73788,213063
73788,87228
73788,440768
73788,10080
73788,316580
73788,212496
73788,440118
73853,226370
73853,202495
73853,201140
73853,485952
73853,457079
73853,442307
73853,93658
73853,105006
73853,37611
73853,316527
74328,44634
74328,400084
74328,432045
74328,416910
74328,300422
74328,83927
74328,272090
74328,365534
74328,480667
74328,359332
74356,361709
74356,476071
74356,144195
74356,147618
74356,472215
74356,264202
74356,380247
74356,189232
74356,269716
74356,70779
74759,389519
74759,342911
74759,181346
74759,15051
74759,337542
74759,372765
74759,386919
74759,232585
74759,447514
74759,292672
75266,446092
75266,80226
75266,384498
75266,87840
75266,52259
75266,490667
75266,264258
75266,436617
75266,114934
75266,130833
75335,53517
75335,349182
75335,430245
75335,372981
75335,6204
75335,416243
75335,422070
75335,248693
75335,485792
75335,438306
75342,253034
75342,133548
75342,148958
75342,431754
75342,33912
75342,264661
75342,311814
75342,497952
75342,296998
75342,66018
75608,156497
75608,438028
75608,179699
75608,85137
75608,189679
75608,485519
75608,145282
75608,282937
75608,415778
75608,355984
75698,161978
75698,221820
75698,154895
75698,108661
75698,120146
75698,325329
75698,2150
75698,142857
75698,42666
75698,114452
75717,348695
75717,425721
75717,247568
75717,264098
75717,282953
75717,126108
75717,390434
75717,436159
75717,500067
75717,208686
75801,220324
75801,416387
75801,46045
75801,205481
75801,496294
75801,414210
75801,497976
75801,6120
75801,50876
75801,91981
76283,192549
76283,246007
76283,330741
76283,213218
76283,29111
76283,246991
76283,25434
76283,386746
76283,498506
76283,351922
76770,132537
76770,495763
76770,284696
76770,18884
76770,238746
76770,480137
76770,499817
76770,77728
76770,329638
76770,423347
77323,191855
77323,474370
77323,301366
77323,53517
77323,335053
77323,368327
77323,151237
77323,200716
77323,172541
77323,82646
77391,177412
77391,174203
77391,450800
77391,451484
77391,434175
77391,84711
77391,41475
77391,388802
77391,207748
77391,336034
77424,410406
77424,222929
77424,444284
77424,45247
77424,113659
77424,337267
77424,21565
77424,65473
77424,397183
77424,407373
77878,36044
77878,54579
77878,84424
77878,178045
77878,469736
77878,117771
77878,124101
77878,43522
77878,365730
77878,141235
78076,365722
78076,447428
78076,455327
78076,224705
78076,400745
78076,403500
78076,19025
78076,121075
78076,474462
78076,84432
78418,14699
78418,74641
78418,475736
78418,395966
78418,450183
78418,232023
78418,286460
78418,290305
78418,447522
78418,290701
78730,356217
78730,340818
78730,241861
78730,414508
78730,138961
78730,444099
78730,425777
78730,7635
78730,472601
78730,385737
79763,233724
79763,315363
79763,427235
79763,316035
79763,15535
79763,103284
79763,115723
79763,32716
79763,137416
79763,53852
79891,214001
79891,411511
79891,322277
79891,179255
79891,394547
79891,108263
79891,390539
79891,286880
79891,73484
79891,72884
80590,105881
80590,324595
80590,237543
80590,371529
80590,227245
80590,342346
80590,178672
80590,135275
80590,415126
80590,15533
80712,234718
80712,264281
80712,377520
80712,232115
80712,481450
80712,366806
80712,487334
80712,296243
80712,167289
80712,457291
81649,377903
81649,425099
81649,365034
81649,140336
81649,492697
81649,483121
81649,80834
81649,84981
81649,466082
81649,393209
81945,12186
81945,368161
81945,94169
81945,469670
81945,27554
81945,464062
81945,402443
81945,360681
81945,217389
81945,132727
81993,167629
81993,429721
81993,208228
81993,70672
81993,373354
81993,244250
81993,75495
81993,449250
81993,6961
81993,18804
82100,44960
82100,305503
82100,202926
82100,65733
82100,168916
82100,298422
82100,287577
82100,121579
82100,365199
82100,373576
82161,48439
82161,453414
82161,347091
82161,80869
82161,46573
82161,472340
82161,168182
82161,490520
82161,470928
82161,212376
82293,98699
82293,433477
82293,102642
82293,61325
82293,315191
82293,459217
82293,100680
82293,11834
82293,421832
82293,350592
82842,421416
82842,354542
82842,35822
82842,281076
82842,163720
82842,26500
82842,285450
82842,432909
82842,69407
82842,295026
83448,6952
83448,129924
